t_rel_s,ecg,hdf_label
4.036,-0.0698287558459066,0
4.038,-0.0664552631718996,0
4.039,-0.0627247467461165,0
4.041,-0.0586625117475241,0
4.043,-0.0552428419313058,0
4.044,-0.0525436042349025,0
4.047,-0.0501209232550175,0
4.049,-0.0482482003394176,0
4.051,-0.0463267183910407,0
4.052,-0.044329750703395,0
4.055,-0.0428010829303861,0
4.056,-0.041625939995545,0
4.059,-0.0401459637021134,0
4.06,-0.038379358726033,0
4.062,-0.0365743378483224,0
4.064,-0.0345767285629569,0
4.067,-0.0329279757210316,0
4.069,-0.031666400922791,0
4.071,-0.0304014055428355,0
4.072,-0.0292595515654177,0
4.075,-0.0278036677351647,0
4.076,-0.0259530457582961,0
4.078,-0.0240086381035099,0
4.08,-0.0218384840525765,0
4.083,-0.0196082565030401,0
4.085,-0.0173405222979364,0
4.087,-0.0148345654396909,0
4.088,-0.0121230365952961,0
4.089,-0.0096677106373586,0
4.092,-0.0074794304745812,0
4.094,-0.0053556239818638,0
4.095,-0.0034127626841401,0
4.097,-0.0013292545594382,0
4.099,0.0009179451854827,0
4.102,0.0030721458512683,0
4.104,0.0052049936650071,0
4.105,0.007327457740754,0
4.108,0.0094105272376697,0
4.11,0.0114990279572475,0
4.111,0.0135874031991212,0
4.113,0.0160303072884116,0
4.115,0.0188723258419585,0
4.118,0.0219287785806252,0
4.119,0.0253053931660354,0
4.121,0.0267439109432091,0
4.124,0.0260223906083946,0
4.126,0.0237853487886727,0
4.128,0.0193434363370824,0
4.128,0.0270540072543959,0
4.131,0.042662699029304,0
4.132,0.0467438522242819,0
4.134,0.038870459597691,0
4.136,0.0329821907230951,0
4.139,0.0300235767313509,0
4.141,0.0272865474694725,0
4.143,0.0343926574620147,0
4.144,0.0321405553910187,0
4.147,0.0233245047164073,0
4.148,0.0198719735971472,0
4.151,0.013764189664424,0
4.152,0.0255753327043074,0
4.154,0.0563267627271732,0
4.156,0.0947047251438903,0
4.159,0.15219951000342,0
4.161,0.2088588959021581,0
4.163,0.2660532731398912,0
4.164,0.3378975845190649,0
4.167,0.414396468485172,0
4.168,0.5300234086946014,0
4.169,0.6768418427979713,0
4.171,0.8152937590140183,0
4.174,0.9459990502252572,0
4.176,1.0498483517444193,0
4.177,1.1205267327745436,0
4.18,1.1697559785351852,0
4.182,1.1985710129012594,0
4.184,1.216821470208167,0
4.185,1.229111672279788,0
4.187,1.2354239148462085,0
4.19,1.2354989934700853,0
4.191,1.2197033662334134,0
4.193,1.1871044345496322,0
4.196,1.1483428236421924,0
4.198,1.106442394802999,0
4.2,1.0554522446993098,0
4.201,0.9994287468081215,0
4.203,0.9425814731892008,0
4.206,0.8754594066584651,0
4.207,0.7874614745243367,0
4.209,0.661561985934012,0
4.211,0.4793114199599062,0
4.212,0.2320806619861831,0
4.215,-0.0775125419629294,0
4.217,-0.4348175007545221,0
4.219,-0.8127310303459674,0
4.22,-1.1760894257755266,0
4.223,-1.4886419003209557,0
4.224,-1.7183193286030445,0
4.226,-1.8475014972234696,0
4.228,-1.8740216623285653,0
4.23,-1.8126089889728791,0
4.233,-1.690721916115449,0
4.235,-1.5413231976603097,0
4.236,-1.394468913066408,0
4.239,-1.2710323812401816,0
4.24,-1.1790068667995866,0
4.243,-1.1141962826195988,0
4.244,-1.06466859072574,0
4.246,-1.017777527874648,0
4.248,-0.9646058612514572,0
4.251,-0.902845153351768,0
4.253,-0.8388683222959858,0
4.254,-0.781630979049931,0
4.256,-0.7389606504174389,0
4.257,-0.7129402502862708,0
4.259,-0.6970082395533744,0
4.262,-0.6735290373946909,0
4.263,-0.6294308709765565,0
4.265,-0.5592517784889852,0
4.267,-0.4609772036405136,0
4.27,-0.3553593881144843,0
4.272,-0.256371435637083,0
4.273,-0.1720556346321324,0
4.276,-0.1233948559231508,0
4.278,-0.1144487323045486,0
4.279,-0.1605028704901017,0
4.281,-0.2780598547563774,0
4.283,-0.4520699567014544,0
4.286,-0.6484569156891015,0
4.288,-0.7961066902715376,0
4.289,-0.7985216179153002,0
4.292,-0.5787016016901162,0
4.294,-0.1031828075867187,0
4.295,0.5873561350558651,0
4.296,1.371132559972913,0
4.299,2.073993996450205,0
4.3,2.5104384767417898,0
4.302,2.525987179354576,0
4.304,2.047752017104624,0
4.307,1.0981682801975063,0
4.309,-0.1985163830546853,0
4.311,-1.6362821434704535,0
4.312,-2.965381862734593,0
4.315,-3.943525993800197,0
4.316,-4.389374491364356,1
4.319,-4.224161071621902,0
4.32,-3.4885154096783357,0
4.322,-2.329169349810108,0
4.325,-0.9608208706352545,0
4.327,0.3848876262266504,0
4.328,1.5067280345877985,0
4.331,2.266634157621471,0
4.332,2.604787012680849,0
4.335,2.537747865397268,0
4.336,2.145884950774192,0
4.337,1.5545305716943612,0
4.339,0.9106330497170388,0
4.342,0.3560424647712401,0
4.344,0.0008815170529159,0
4.345,-0.0985334166785665,0
4.348,0.0485369509791019,0
4.35,0.3723076208171436,0
4.351,0.7638099627975989,0
4.353,1.1072130448475772,0
4.355,1.3146571927189763,0
4.358,1.3483186372498612,0
4.359,1.2266512952768711,0
4.361,1.0127667041678674,0
4.364,0.7870897669247844,0
4.366,0.6196819877734311,0
4.368,0.5488894829442924,0
4.369,0.572943268702267,0
4.371,0.658567043633325,0
4.374,0.7570371528447635,0
4.375,0.8237343936377082,0
4.377,0.8337313745571023,0
4.378,0.7861003640509245,0
4.381,0.7004278303869316,0
4.383,0.6064483549707921,0
4.384,0.5314972294576386,0
4.387,0.4784292898918892,0
4.388,0.4478992237540365,0
4.391,0.4357040779286261,0
4.392,0.4212782063858366,0
4.394,0.4114183457785325,0
4.396,0.393945025996244,0
4.399,0.3538276381238451,0
4.401,0.2989016095377533,0
4.403,0.2349409787080443,0
4.404,0.1700751069476993,0
4.407,0.1161428055479643,0
4.408,0.0809805114330058,0
4.411,0.0628663517808208,0
4.412,0.0623591229906581,0
4.414,0.0753380705073885,0
4.416,0.0971919513317309,0
4.419,0.10153200295808,0
4.42,0.081880909750772,0
4.422,0.0520043075133223,0
4.424,0.0077864686196543,0
4.425,-0.0235955395978086,0
4.427,-0.0381251317134956,0
4.43,-0.0589213983524826,0
4.431,-0.0831452544152686,0
4.433,-0.0912258007669453,0
4.436,-0.0900359273515337,0
4.438,-0.0920309152990018,0
4.44,-0.0967877977879611,0
4.441,-0.1010638736181945,0
4.444,-0.1031620330132676,0
4.446,-0.0959901794888393,0
4.447,-0.0769205976802614,0
4.449,-0.0713734417111939,0
4.451,-0.0783975030426781,0
4.454,-0.0819734524155447,0
4.456,-0.0914733585089565,0
4.457,-0.0971095692985284,0
4.46,-0.0986788778902392,0
4.462,-0.1039264280878828,0
4.463,-0.1070061856788174,0
4.464,-0.1285418670210906,0
4.467,-0.1645325995129843,0
4.468,-0.1934263328081177,0
4.47,-0.216243742729876,0
4.473,-0.2286643481266109,0
4.475,-0.229881009580488,0
4.476,-0.2304697803442766,0
4.479,-0.2298929700727023,0
4.48,-0.2368217972573395,0
4.483,-0.2547740852493187,0
4.484,-0.2799454443893906,0
4.486,-0.3122558813452492,0
4.488,-0.33865708369436,0
4.491,-0.3568541396231701,0
4.493,-0.3789909506833487,0
4.495,-0.4013418393773869,0
4.496,-0.4281276097625218,0
4.499,-0.4609614961284897,0
4.5,-0.4951169365385051,0
4.503,-0.5320410474248398,0
4.503,-0.571289676723033,0
4.505,-0.6123897409067637,0
4.507,-0.6567459308927129,0
4.51,-0.7041748967393098,0
4.512,-0.7487700655034093,0
4.513,-0.7901914789738248,0
4.516,-0.8291709241345186,0
4.518,-0.8681658381993608,0
4.519,-0.9042977638628856,0
4.521,-0.938861775148284,0
4.523,-0.9723692454776024,0
4.526,-0.9984541729472424,0
4.528,-1.0309428656957007,0
4.529,-1.061552627617654,0
4.532,-1.067387784943975,0
4.534,-1.0449564552424713,0
4.536,-0.9789513650068734,0
4.537,-0.8657899964122568,0
4.539,-0.7163188417159527,0
4.542,-0.5343008365041432,0
4.543,-0.33182854043095,0
4.544,-0.1210133397077618,0
4.547,0.0897603163953539,0
4.549,0.2891539756453413,0
4.551,0.4739180494591601,0
4.552,0.634340422644473,0
4.555,0.7570130430636811,0
4.556,0.8380252432027363,0
4.559,0.8874430700873149,0
4.56,0.9052152078475312,0
4.562,0.8892806307941544,0
4.564,0.8477330365265672,0
4.567,0.7920063235498105,0
4.569,0.727312539173944,0
4.571,0.6626262881944359,0
4.572,0.6054261538862251,0
4.575,0.5603455096370361,0
4.576,0.5289176975179853,0
4.578,0.5076429348131893,0
4.58,0.4943482650106588,0
4.583,0.4792525158814427,0
4.585,0.4591976089205263,0
4.587,0.4451917303798551,0
4.588,0.4337209350043103,0
4.59,0.4194852620593112,0
4.592,0.402880175961073,0
4.593,0.3835618728811651,0
4.595,0.3600709823408709,0
4.598,0.3458263386267757,0
4.599,0.3412985086640034,0
4.601,0.3385772520876442,0
4.604,0.3408167471162552,0
4.606,0.3332819501051847,0
4.608,0.3140560542754119,0
4.609,0.2925997533853311,0
4.611,0.2648020761139635,0
4.614,0.2374760071279802,0
4.615,0.2115459732908972,0
4.617,0.1801106279149552,0
4.619,0.1447103774306539,0
4.622,0.1229116394084375,0
4.624,0.1155061670127774,0
4.625,0.1152434406465582,0
4.628,0.1268310913224798,0
4.628,0.1385457116631659,0
4.631,0.1498664540394737,0
4.632,0.1707701627708165,0
4.634,0.1989120882318365,0
4.636,0.2121159401794633,0
4.639,0.2095386868254453,0
4.641,0.2001756674559003,0
4.643,0.1781384475482122,0
4.644,0.1590009681106609,0
4.647,0.1434944406435725,0
4.648,0.118731391730556,0
4.651,0.0879036172529494,0
4.652,0.0639272584220824,0
4.654,0.0463678445546644,0
4.656,0.0311546430553217,0
4.659,0.0213936959316339,0
4.661,0.0060841709173356,0
4.663,-0.0152975704203455,0
4.664,-0.0347211329887786,0
4.667,-0.0546040298189458,0
4.668,-0.0717405132821074,0
4.67,-0.0849490693239988,0
4.671,-0.0974547287744354,0
4.673,-0.1081268312816138,0
4.676,-0.1168029184139294,0
4.678,-0.1236724458914057,0
4.68,-0.1277542609011573,0
4.681,-0.1289578064455234,0
4.684,-0.1325458580138447,0
4.686,-0.138741743878734,0
4.687,-0.1448800333091149,0
4.689,-0.1522870230051495,0
4.691,-0.1576102857711454,0
4.694,-0.1605231742892257,0
4.696,-0.1636787432338618,0
4.697,-0.1662836423774856,0
4.7,-0.1672043428481616,0
4.702,-0.1666014757043099,0
4.703,-0.1622950142928657,0
4.705,-0.1581751113924824,0
4.707,-0.1523033526823418,0
4.71,-0.1460942750080925,0
4.711,-0.1381995873638648,0
4.712,-0.128922030968332,0
4.715,-0.1286958983746136,0
4.717,-0.1384544258811084,0
4.719,-0.1535084563843937,0
4.72,-0.1768507852590898,0
4.723,-0.1848662338471948,0
4.724,-0.1755574629868273,0
4.726,-0.1628904587133801,0
4.728,-0.140671663614617,0
4.73,-0.1195276353178109,0
4.733,-0.100848660611278,0
4.735,-0.0875874275307215,0
4.736,-0.0835391341440119,0
4.739,-0.0812085360438578,0
4.74,-0.08288154070062,0
4.743,-0.0970628403672075,0
4.744,-0.124001962799642,0
4.746,-0.1359410761042957,0
4.748,-0.132658059804671,0
4.751,-0.1290326883169044,0
4.753,-0.1186887474204718,0
4.753,-0.1166060509514289,0
4.756,-0.1248569906427982,0
4.758,-0.1312178656568629,0
4.759,-0.1395244838190479,0
4.761,-0.1439167132630537,0
4.763,-0.1426427537765894,0
4.766,-0.1414860031489999,0
4.767,-0.1385739465079239,0
4.769,-0.1351178408457337,0
4.772,-0.1317174274137008,0
4.774,-0.1261562965950915,0
4.776,-0.1188022691675068,0
4.777,-0.1126648133786272,0
4.779,-0.1076688420100318,0
4.782,-0.1026279709131834,0
4.783,-0.0982390432754232,0
4.785,-0.0923756988238583,0
4.788,-0.0848799866885445,0
4.79,-0.0773596660752532,0
4.792,-0.0693252516034683,0
4.793,-0.0632672283029541,0
4.795,-0.0596068650788109,0
4.796,-0.0568182429512869,0
4.799,-0.0556612113990564,0
4.8,-0.0550737759503902,0
4.802,-0.0549709900236698,0
4.804,-0.056580040837132,0
4.807,-0.0597156104212658,0
4.809,-0.0619753775477454,0
4.811,-0.063346982167965,0
4.812,-0.0648984114847893,0
4.815,-0.0660496043104349,0
4.816,-0.0685670967677684,0
4.819,-0.0726011463161533,0
4.82,-0.0768123599374003,0
4.822,-0.0816178151285788,0
4.825,-0.083697743120897,0
4.827,-0.0825792050005612,0
4.828,-0.0801294148743193,0
4.831,-0.0753580440623133,0
4.832,-0.069878668387386,0
4.835,-0.0637949964430386,0
4.836,-0.0553975165213206,0
4.838,-0.0449768471776678,0
4.839,-0.0354647821746906,0
4.841,-0.0268536948282341,0
4.844,-0.0178839652767548,0
4.846,-0.0092580161235709,0
4.848,0.0012412410659207,0
4.849,0.0137953704902991,0
4.851,0.0267455218571638,0
4.854,0.04061460308238,0
4.855,0.0500485895325564,0
4.857,0.0543372690271828,0
4.859,0.0563803286313502,0
4.862,0.0545921693647764,0
4.864,0.0516822356166431,0
4.865,0.0478064702362741,0
4.868,0.0401650851479427,0
4.87,0.029246532712808,0
4.871,0.0202091216547705,0
4.873,0.013083558489933,0
4.875,0.0056517879728969,0
4.878,-0.0008263957490819,0
4.878,-0.010188984911607,0
4.881,-0.0227338018277223,0
4.883,-0.0355363065618249,0
4.884,-0.0494848395489022,0
4.887,-0.0509630581834839,0
4.888,-0.0382687397803277,0
4.891,-0.0184240529441005,0
4.892,0.0126007600071476,0
4.894,0.0480291124391261,0
4.896,0.0875687147207653,0
4.899,0.1384542218725454,0
4.901,0.1995465464773239,0
4.903,0.2709122171359625,0
4.904,0.3539260013360595,0
4.907,0.4513252473537901,0
4.908,0.5575598382511572,0
4.911,0.6590197320913538,0
4.912,0.7519703224385493,0
4.914,0.829599771789552,0
4.916,0.8891683858460759,0
4.919,0.952282455968455,0
4.92,1.0225530760482515,0
4.921,1.0911767345003414,0
4.924,1.1652464242528549,0
4.926,1.2161132350906905,0
4.927,1.2425683128459049,0
4.929,1.262808028366287,0
4.931,1.2702994256640754,0
4.934,1.264349680500098,0
4.936,1.2462142780011534,0
4.937,1.2076206691213789,0
4.94,1.155454620363239,0
4.942,1.1009254265310895,0
4.944,1.0468494114287954,0
4.945,1.0015287782408802,0
4.947,0.9618241754542745,0
4.95,0.9110399192797292,0
4.951,0.8333468260160837,0
4.953,0.7129561983449973,0
4.956,0.534383496117479,0
4.958,0.2926881115017556,0
4.96,-0.0093736422126088,0
4.961,-0.3634876909676609,0
4.963,-0.7442149416020823,0
4.964,-1.1127759242758413,0
4.967,-1.4353682005565536,0
4.968,-1.6845969509361014,0
4.97,-1.8378681497058065,0
4.973,-1.8931776290496176,0
4.975,-1.8576148744795604,0
4.976,-1.746176162586074,0
4.979,-1.5878414556119411,0
4.98,-1.415507821563358,0
4.983,-1.2536257359852163,0
4.984,-1.1214026760896896,0
4.986,-1.0262348577773246,0
4.988,-0.9641884401971528,0
4.991,-0.926713395702716,0
4.993,-0.9025168217984412,0
4.995,-0.8847958186418611,0
4.996,-0.8643576262435199,0
4.999,-0.8384764626893445,0
5.0,-0.8042361022093218,0
5.003,-0.7568881024575648,0
5.003,-0.7017032429514647,0
5.006,-0.6355717854431618,0
5.007,-0.5630179481622255,0
5.009,-0.4839950951469934,0
5.012,-0.4069981942651535,0
5.014,-0.3340021072931829,0
5.016,-0.2595687583192001,0
5.017,-0.1931916128501389,0
5.019,-0.160736906519625,0
5.022,-0.1837181392529484,0
5.023,-0.2760545078926048,0
5.025,-0.4375257279784487,0
5.028,-0.6322997944456964,0
5.03,-0.7840729216787554,0
5.032,-0.7949395978546594,0
5.033,-0.5799545604745643,0
5.036,-0.1078804767501959,0
5.038,0.5723769447819255,0
5.039,1.333704944156728,0
5.041,2.002235766211321,0
5.043,2.4075467727962487,0
5.044,2.4237449809323444,0
5.047,1.9963527257498184,0
5.049,1.1506054077163,0
5.051,-0.019169698915733,0
5.052,-1.360553270439429,0
5.055,-2.680334086202466,0
5.056,-3.7715004717364975,0
5.059,-4.448027451611079,0
5.06,-4.582297923851225,1
5.062,-4.1390159345749495,0
5.064,-3.189464710101414,0
5.067,-1.8952619770689711,0
5.069,-0.4737576920241703,0
5.071,0.8499725061165431,0
5.072,1.889714912043577,0
5.075,2.519137285282301,0
5.076,2.702820087545107,0
5.078,2.491119037464617,0
5.08,1.9919475198394068,0
5.083,1.3596028775832725,0
5.085,0.7505395287872505,0
5.087,0.2900786283346379,0
5.088,0.056020307204185,0
5.089,0.0805468170259085,0
5.092,0.3105500857254991,0
5.094,0.6381311888751013,0
5.095,0.96108714147354,0
5.097,1.1785371516027134,0
5.099,1.2486189371130447,0
5.102,1.194324576401671,0
5.104,1.0629774040058926,0
5.105,0.8974915427923545,0
5.108,0.7564310595130892,0
5.11,0.6822678928918482,0
5.111,0.6689673372226751,0
5.113,0.7084906866597009,0
5.115,0.7643800530650365,0
5.118,0.7888883229463712,0
5.119,0.7669046414979575,0
5.121,0.7109760012086533,0
5.124,0.6340260131316203,0
5.126,0.5521270339632626,0
5.128,0.4871049727212987,0
5.128,0.4391887634890996,0
5.131,0.411127044080936,0
5.132,0.4073944605014493,0
5.134,0.4168178501011915,0
5.136,0.4247936182157688,0
5.139,0.4248288013683354,0
5.141,0.4089467990986638,0
5.143,0.374174606516172,0
5.144,0.3255211755190985,0
5.147,0.2673198090049343,0
5.148,0.2041117755167134,0
5.151,0.145246987992038,0
5.152,0.0958255043969502,0
5.154,0.0631790723283883,0
5.156,0.0492605854701134,0
5.159,0.0509041337093506,0
5.161,0.0614828483967088,0
5.163,0.0725118030317613,0
5.164,0.0755747424115315,0
5.167,0.0670920208895859,0
5.168,0.0414274626261096,0
5.169,0.0036029716910362,0
5.171,-0.0328323172057798,0
5.174,-0.0653665523608653,0
5.176,-0.0881966960190211,0
5.177,-0.1019864106049523,0
5.18,-0.0980119382696171,0
5.182,-0.0817297929442797,0
5.184,-0.0765251055684143,0
5.185,-0.0854984327739435,0
5.187,-0.0914779925866475,0
5.19,-0.0938373080254042,0
5.191,-0.1034028612583205,0
5.193,-0.1116997620755015,0
5.196,-0.1060698404467388,0
5.198,-0.0885034683050171,0
5.2,-0.0710019025734192,0
5.201,-0.0603398170743591,0
5.203,-0.0610307606956069,0
5.206,-0.0808638750707003,0
5.207,-0.1002412204158426,0
5.209,-0.1140399962285268,0
5.211,-0.1267265384679409,0
5.212,-0.1262973113703332,0
5.215,-0.1354516147571183,0
5.217,-0.1562488589659781,0
5.219,-0.1655117055011347,0
5.22,-0.1749122273242382,0
5.223,-0.1849097999079401,0
5.224,-0.1957967082919277,0
5.226,-0.2075550587435073,0
5.228,-0.2150257064522278,0
5.23,-0.2402380208923667,0
5.233,-0.2776973208220095,0
5.235,-0.3060808183672834,0
5.236,-0.326007032977856,0
5.239,-0.3472832740047687,0
5.24,-0.3717310039329519,0
5.243,-0.4062549654366394,0
5.244,-0.4553864253290254,0
5.246,-0.4975492907960729,0
5.248,-0.5301790575973254,0
5.251,-0.5747426419395154,0
5.253,-0.6202647621819258,0
5.254,-0.6698785035266164,0
5.256,-0.7235553507924373,0
5.257,-0.7782218579489872,0
5.259,-0.8393518104926166,0
5.262,-0.8895368601930786,0
5.263,-0.9292428833455406,0
5.265,-0.9665719579649812,0
5.267,-0.9929185281507767,0
5.27,-1.0361862876847527,0
5.272,-1.0897493061392391,0
5.273,-1.1219214975235874,0
5.276,-1.133100078679834,0
5.278,-1.0962338946935666,0
5.279,-1.005611433605268,0
5.281,-0.8779165744387962,0
5.283,-0.7120074948916395,0
5.286,-0.5248654657708982,0
5.288,-0.3263513798825288,0
5.289,-0.1152710401783316,0
5.292,0.0981597608654882,0
5.294,0.302992399463291,0
5.295,0.4921551655838719,0
5.296,0.6601663306294582,0
5.299,0.7988848285297527,0
5.3,0.8968396526766794,0
5.302,0.9511647322785416,0
5.304,0.9660084724720996,0
5.307,0.9457253451568204,0
5.309,0.898334505456366,0
5.311,0.8351319920022379,0
5.312,0.7668214547681012,0
5.315,0.703398706860155,0
5.316,0.6502086513117932,0
5.319,0.6100341868759669,0
5.32,0.5823748706245949,0
5.322,0.5636537989885054,0
5.325,0.5489717628711489,0
5.327,0.5357719748900193,0
5.328,0.5197604378923517,0
5.331,0.4974970246761716,0
5.332,0.4732292569613611,0
5.335,0.4441092308322792,0
5.336,0.4169258236032188,0
5.337,0.391787754685536,0
5.339,0.3689567245191698,0
5.342,0.3502965511948915,0
5.344,0.3362298814662282,0
5.345,0.3279416856018918,0
5.348,0.315607965731014,0
5.35,0.2990977385117405,0
5.351,0.2847614007899732,0
5.353,0.2704744686020152,0
5.355,0.2533705479988298,0
5.358,0.2337196897435112,0
5.359,0.2113065809615462,0
5.361,0.1853606531961506,0
5.364,0.1584673895878731,0
5.366,0.1304054135633108,0
5.368,0.0991079438849033,0
5.369,0.0649263758549352,0
5.371,0.0402425936483236,0
5.374,0.0259410932429784,0
5.375,0.016303654959951,0
5.377,0.0147383491073703,0
5.378,0.0132855399710576,0
5.381,0.0115050452790575,0
5.383,0.016365307142074,0
5.384,0.0262547669178358,0
5.387,0.0280202049931463,0
5.388,0.0213246561352361,0
5.391,0.0113746882909354,0
5.392,-0.0052526679120191,0
5.394,-0.0190524660523614,0
5.396,-0.0295524124657932,0
5.399,-0.0444297415054486,0
5.401,-0.0616943992572746,0
5.403,-0.0741671501940026,0
5.404,-0.0821075777819954,0
5.407,-0.087591979845735,0
5.408,-0.0888751132909284,0
5.411,-0.0921485572986862,0
5.412,-0.0976490818760152,0
5.414,-0.1008329392838752,0
5.416,-0.1030253869192168,0
5.419,-0.1063613415167375,0
5.42,-0.1105516916411524,0
5.422,-0.1155158404853595,0
5.424,-0.121740911074992,0
5.425,-0.1268166447312621,0
5.427,-0.1307368467377417,0
5.43,-0.135118123205876,0
5.431,-0.1394691034269694,0
5.433,-0.143567611020114,0
5.436,-0.1475640857937886,0
5.438,-0.1512279607135255,0
5.44,-0.1545363280709677,0
5.441,-0.1580798012218974,0
5.444,-0.1618482997627875,0
5.446,-0.1655353914338632,0
5.447,-0.1692685378648792,0
5.449,-0.1715025151787136,0
5.451,-0.1720644766612474,0
5.454,-0.17177707863455,0
5.456,-0.1701984822960373,0
5.457,-0.1681344329011717,0
5.46,-0.1656388695868504,0
5.462,-0.1619146331917638,0
5.463,-0.1571163108292859,0
5.464,-0.1523770526613032,0
5.467,-0.1476803520228905,0
5.468,-0.1425709795921404,0
5.47,-0.1373178900758991,0
5.473,-0.1310340295436379,0
5.475,-0.1236529276420047,0
5.476,-0.1158288404072993,0
5.479,-0.1073545456172389,0
5.48,-0.1003961187158948,0
5.483,-0.0952389466145977,0
5.484,-0.090713778863758,0
5.486,-0.0874615902464906,0
5.488,-0.0843854533135531,0
5.491,-0.0814229065333603,0
5.493,-0.0797066173097564,0
5.495,-0.0790390874014075,0
5.496,-0.077613389564512,0
5.499,-0.0754460009799739,0
5.5,-0.0733036644136638,0
5.503,-0.0707583458623706,0
5.503,-0.0692030513791358,0
5.505,-0.0687530530603293,0
5.507,-0.0683799714808583,0
5.51,-0.0684150740592145,0
5.512,-0.0674871041202323,0
5.513,-0.0653604488857132,0
5.516,-0.0629308793111981,0
5.518,-0.0597864986810817,0
5.519,-0.0567870985626023,0
5.521,-0.0540268967432368,0
5.523,-0.0507062326545902,0
5.526,-0.0470189582332252,0
5.528,-0.0429656568704033,0
5.529,-0.0384367897323764,0
5.532,-0.033181745009873,0
5.534,-0.0271213342344665,0
5.536,-0.0287412447511903,0
5.537,-0.0347331401217995,0
5.539,-0.0322528918314616,0
5.542,-0.0204701717834066,0
5.543,-0.0156909730994263,0
5.544,-0.020219504219701,0
5.547,-0.0198675998970396,0
5.549,-0.0190284922557623,0
5.551,-0.0190822222339331,0
5.552,-0.0187993176316486,0
5.555,-0.0211216841580806,0
5.556,-0.0211323772313002,0
5.559,-0.0241508119649736,0
5.56,-0.0286895693802474,0
5.562,-0.0328046064002954,0
5.564,-0.0406797078999544,0
5.567,-0.0389330312444261,0
5.569,-0.0322475216927133,0
5.571,-0.0362063576346212,0
5.572,-0.0515200738986319,0
5.575,-0.0562897995882816,0
5.576,-0.0484463070359793,0
5.578,-0.0449514315130995,0
5.58,-0.0402558266447976,0
5.583,-0.0337932056243294,0
5.585,-0.0270069081081658,0
5.587,-0.0161618545539878,0
5.588,-0.0054214272878005,0
5.59,0.006840929785031,0
5.592,0.0194003017059952,0
5.593,0.0309339778114509,0
5.595,0.0455210708712477,0
5.598,0.0583347017394142,0
5.599,0.0707768071305625,0
5.601,0.0851469329827089,0
5.604,0.0954312319241773,0
5.606,0.1141836797492243,0
5.608,0.135084896596742,0
5.609,0.1418941653978766,0
5.611,0.1325833626590555,0
5.614,0.1165325283807039,0
5.615,0.0976604941620708,0
5.617,0.0856199375809429,0
5.619,0.0924076063899994,0
5.622,0.1005642882941652,0
5.624,0.118025136809964,0
5.625,0.1598523471086826,0
5.628,0.2170580815379334,0
5.628,0.2992386122165781,0
5.631,0.3998053065552777,0
5.632,0.4977666781857724,0
5.634,0.5945038441191872,0
5.636,0.6763482543786884,0
5.639,0.7459230986410408,0
5.641,0.8194870657372857,0
5.643,0.8964360633521852,0
5.644,0.9904377091869352,0
5.647,1.096073194574405,0
5.648,1.1899941421257156,0
5.651,1.2658060766093888,0
5.652,1.300135646786541,0
5.654,1.2894210770286532,0
5.656,1.2499293246414018,0
5.659,1.1873008745058,0
5.661,1.1238639033367304,0
5.663,1.0695365074763372,0
5.664,1.0281166056362625,0
5.667,1.002088170923778,0
5.668,0.9828819595725696,0
5.67,0.9528625790496912,0
5.671,0.8901581742235518,0
5.673,0.7673507775893101,0
5.676,0.5623265126960418,0
5.678,0.2668039543830431,0
5.68,-0.1090660378900287,0
5.681,-0.5351102638584707,0
5.684,-0.96693166792006,0
5.686,-1.3563173624086995,0
5.687,-1.6623729798617597,0
5.689,-1.8602371060797436,0
5.691,-1.944606552355954,0
5.694,-1.927680805182814,0
5.696,-1.833249098094402,0
5.697,-1.689580941238791,0
5.7,-1.523531325265986,0
5.702,-1.3571282019945097,0
5.703,-1.2065781181125017,0
5.705,-1.0827091478433588,0
5.707,-0.9916233336431808,0
5.71,-0.9348740138082968,0
5.711,-0.9090034173599612,0
5.712,-0.9051590968508548,0
5.715,-0.9101127531165604,0
5.717,-0.908270761871366,0
5.719,-0.8857100432797104,0
5.72,-0.8346312169230141,0
5.723,-0.754332995396915,0
5.724,-0.6528873588813048,0
5.726,-0.5432987449899725,0
5.728,-0.4373595196815336,0
5.73,-0.3501789861745393,0
5.733,-0.289522474809172,0
5.735,-0.2503098462299933,0
5.736,-0.2461260067966495,0
5.739,-0.3053337831847373,0
5.74,-0.4295966653386279,0
5.743,-0.5892184441372009,0
5.744,-0.7293435248226313,0
5.746,-0.7666371382297614,0
5.748,-0.6126927197315962,0
5.751,-0.2162862667491716,0
5.753,0.4045485277257273,0
5.753,1.1537201729630784,0
5.756,1.8770120785540243,0
5.758,2.4029073053531267,0
5.759,2.5866845502308027,0
5.761,2.3431630117816784,0
5.763,1.6618034817909595,0
5.766,0.6086319963669293,0
5.767,-0.6806181978851708,0
5.769,-2.016584841580358,0
5.772,-3.183025800578777,0
5.774,-3.976016720436777,0
5.776,-4.24894232563375,1
5.777,-3.949308644182397,0
5.779,-3.1338036415199118,0
5.782,-1.9555512148731231,0
5.783,-0.6259891920631331,0
5.785,0.6361185979532755,0
5.788,1.6420695468943112,0
5.79,2.2760642903272967,0
5.792,2.496577242319595,0
5.793,2.336298633237184,0
5.795,1.8879453913640232,0
5.796,1.283003512879396,0
5.799,0.6654983115189769,0
5.8,0.1678802631333635,0
5.802,-0.1157033293429365,0
5.804,-0.1483201882988231,0
