outer_fold,held_test_pigs,outer_train_rows,outer_test_rows,component_order,candidate_name,algorithm_family,algorithm_class,hyperparameters_json,feature_branch,numeric_feature_count,categorical_feature_count,total_input_column_count,numeric_features,categorical_features,ensemble_rule,seed_rule,fit_target,reported_prediction_transform
1,pig_14|pig_18|pig_20,3229,850,1,cat_d8,cat,CatBoostRegressor,"{""iterations"":650,""depth"":8,""learning_rate"":0.03}",compact_base,121,2,123,hour_of_day|sin_hour|cos_hour|weight|is_fasting|day_in_phase|win_s|is_adaptation|is_formal|小室温度(℃)|小室湿度(%)|beat_count|HR_mean|HR_std|RR_mean|SDNN|RMSSD|pNN50|RR_cv|RR_skew|RR_kurt|RR_range|Acc_Mean_mean|Acc_Mean_std|Acc_Mean_p25|Acc_Mean_p75|Acc_Std_mean|Acc_Std_std|Acc_Std_p25|Acc_Std_p75|AccMag_Mean_mean|AccMag_Mean_std|AccMag_Mean_p25|AccMag_Mean_p75|AccMag_Std_mean|AccMag_Std_std|AccMag_Std_p25|AccMag_Std_p75|Jerk_Mean_mean|Jerk_Mean_std|Jerk_Mean_p25|Jerk_Mean_p75|ODBA_mean|ODBA_std|ODBA_p25|ODBA_p75|VeDBA_RMS_mean|VeDBA_RMS_std|VeDBA_RMS_p25|VeDBA_RMS_p75|Power_Loco_mean|Power_Loco_std|Power_Loco_p25|Power_Loco_p75|Power_High_mean|Power_High_std|Power_High_p25|Power_High_p75|Dominant_Frequency_mean|Dominant_Frequency_std|Dominant_Frequency_p25|Dominant_Frequency_p75|Spectral_Entropy_mean|Spectral_Entropy_std|Spectral_Entropy_p25|Spectral_Entropy_p75|Zero_Crossing_Rate_mean|Zero_Crossing_Rate_std|Zero_Crossing_Rate_p25|Zero_Crossing_Rate_p75|Tilt_Mag_Mean_mean|Tilt_Mag_Mean_std|Tilt_Mag_Mean_p25|Tilt_Mag_Mean_p75|Tilt_Mag_Std_mean|Tilt_Mag_Std_std|Tilt_Mag_Std_p25|Tilt_Mag_Std_p75|Roll_Mean_mean|Roll_Mean_std|Roll_Mean_p25|Roll_Mean_p75|Pitch_Mean_mean|Pitch_Mean_std|Pitch_Mean_p25|Pitch_Mean_p75|AngX_Rate_mean|AngX_Rate_std|AngX_Rate_p25|AngX_Rate_p75|AngY_Rate_mean|AngY_Rate_std|AngY_Rate_p25|AngY_Rate_p75|AngZ_Rate_mean|AngZ_Rate_std|AngZ_Rate_p25|AngZ_Rate_p75|Peak_Count_mean|Peak_Count_std|Peak_Count_p25|Peak_Count_p75|DynY_Mean_mean|DynY_Mean_std|DynY_Mean_p25|DynY_Mean_p75|DynZ_Mean_mean|DynZ_Mean_std|DynZ_Mean_p25|DynZ_Mean_p75|Frac_Rest|Frac_Moderate|Frac_Vigorous|Frac_Lying|Frac_HeadDown|Active_Fraction|move_coverage|StepFreq_std|LyingTransitions|HeadDownTransitions|data_count_mean,chamber|phase_label,equal mean of three component predictions within each seed; then equal mean across seeds,"seeds 13, 42 and 2026",HP_per_W075,predicted HP_per_W075 multiplied by weight^0.75; manuscript HP multiplied by 6
1,pig_14|pig_18|pig_20,3229,850,2,elastic,elastic,ElasticNet,"{""alpha"":0.01,""l1_ratio"":0.2,""max_iter"":20000}",full_motion_feed_event,271,2,273,hour_of_day|sin_hour|cos_hour|weight|is_fasting|day_in_phase|win_s|is_adaptation|is_formal|小室温度(℃)|小室湿度(%)|beat_count|HR_mean|HR_std|RR_mean|SDNN|RMSSD|pNN50|RR_cv|RR_skew|RR_kurt|RR_range|Acc_Mean_mean|Acc_Mean_std|Acc_Mean_p25|Acc_Mean_p75|Acc_Std_mean|Acc_Std_std|Acc_Std_p25|Acc_Std_p75|Acc_Sum_mean|Acc_Sum_std|Acc_Sum_p25|Acc_Sum_p75|Acc_Max_mean|Acc_Max_std|Acc_Max_p25|Acc_Max_p75|Acc_Min_mean|Acc_Min_std|Acc_Min_p25|Acc_Min_p75|Acc_Range_mean|Acc_Range_std|Acc_Range_p25|Acc_Range_p75|Acc_P25_mean|Acc_P25_std|Acc_P25_p25|Acc_P25_p75|Acc_P75_mean|Acc_P75_std|Acc_P75_p25|Acc_P75_p75|Gyro_Mean_mean|Gyro_Mean_std|Gyro_Mean_p25|Gyro_Mean_p75|Gyro_Max_mean|Gyro_Max_std|Gyro_Max_p25|Gyro_Max_p75|DynX_Mean_mean|DynX_Mean_std|DynX_Mean_p25|DynX_Mean_p75|DynX_Std_mean|DynX_Std_std|DynX_Std_p25|DynX_Std_p75|DynX_Mean_abs_mean|DynX_Mean_abs_std|DynX_Mean_abs_p25|DynX_Mean_abs_p75|DynY_Mean_mean|DynY_Mean_std|DynY_Mean_p25|DynY_Mean_p75|DynY_Std_mean|DynY_Std_std|DynY_Std_p25|DynY_Std_p75|DynY_Mean_abs_mean|DynY_Mean_abs_std|DynY_Mean_abs_p25|DynY_Mean_abs_p75|DynZ_Mean_mean|DynZ_Mean_std|DynZ_Mean_p25|DynZ_Mean_p75|DynZ_Std_mean|DynZ_Std_std|DynZ_Std_p25|DynZ_Std_p75|DynZ_Mean_abs_mean|DynZ_Mean_abs_std|DynZ_Mean_abs_p25|DynZ_Mean_abs_p75|AccMag_Mean_mean|AccMag_Mean_std|AccMag_Mean_p25|AccMag_Mean_p75|AccMag_Std_mean|AccMag_Std_std|AccMag_Std_p25|AccMag_Std_p75|Roll_Mean_mean|Roll_Mean_std|Roll_Mean_p25|Roll_Mean_p75|Roll_Std_mean|Roll_Std_std|Roll_Std_p25|Roll_Std_p75|Pitch_Mean_mean|Pitch_Mean_std|Pitch_Mean_p25|Pitch_Mean_p75|Pitch_Std_mean|Pitch_Std_std|Pitch_Std_p25|Pitch_Std_p75|Tilt_Mag_Mean_mean|Tilt_Mag_Mean_std|Tilt_Mag_Mean_p25|Tilt_Mag_Mean_p75|Tilt_Mag_Std_mean|Tilt_Mag_Std_std|Tilt_Mag_Std_p25|Tilt_Mag_Std_p75|AngX_Std_mean|AngX_Std_std|AngX_Std_p25|AngX_Std_p75|AngY_Std_mean|AngY_Std_std|AngY_Std_p25|AngY_Std_p75|AngZ_Std_mean|AngZ_Std_std|AngZ_Std_p25|AngZ_Std_p75|AngX_Rate_mean|AngX_Rate_std|AngX_Rate_p25|AngX_Rate_p75|AngY_Rate_mean|AngY_Rate_std|AngY_Rate_p25|AngY_Rate_p75|AngZ_Rate_mean|AngZ_Rate_std|AngZ_Rate_p25|AngZ_Rate_p75|Jerk_Mean_mean|Jerk_Mean_std|Jerk_Mean_p25|Jerk_Mean_p75|ODBA_mean|ODBA_std|ODBA_p25|ODBA_p75|VeDBA_RMS_mean|VeDBA_RMS_std|VeDBA_RMS_p25|VeDBA_RMS_p75|Axis_Dominance_mean|Axis_Dominance_std|Axis_Dominance_p25|Axis_Dominance_p75|Skewness_mean|Skewness_std|Skewness_p25|Skewness_p75|Kurtosis_mean|Kurtosis_std|Kurtosis_p25|Kurtosis_p75|Autocorr_Lag1_mean|Autocorr_Lag1_std|Autocorr_Lag1_p25|Autocorr_Lag1_p75|Peak_Count_mean|Peak_Count_std|Peak_Count_p25|Peak_Count_p75|Corr_XY_mean|Corr_XY_std|Corr_XY_p25|Corr_XY_p75|Corr_XZ_mean|Corr_XZ_std|Corr_XZ_p25|Corr_XZ_p75|Corr_YZ_mean|Corr_YZ_std|Corr_YZ_p25|Corr_YZ_p75|Spectral_Entropy_mean|Spectral_Entropy_std|Spectral_Entropy_p25|Spectral_Entropy_p75|Zero_Crossing_Rate_mean|Zero_Crossing_Rate_std|Zero_Crossing_Rate_p25|Zero_Crossing_Rate_p75|Dominant_Frequency_mean|Dominant_Frequency_std|Dominant_Frequency_p25|Dominant_Frequency_p75|Coefficient_of_Variation_mean|Coefficient_of_Variation_std|Coefficient_of_Variation_p25|Coefficient_of_Variation_p75|Power_Low_mean|Power_Low_std|Power_Low_p25|Power_Low_p75|Power_Loco_mean|Power_Loco_std|Power_Loco_p25|Power_Loco_p75|Power_High_mean|Power_High_std|Power_High_p25|Power_High_p75|Sample_Entropy_mean|Sample_Entropy_std|Sample_Entropy_p25|Sample_Entropy_p75|Frac_Rest|Frac_Moderate|Frac_Vigorous|Frac_Lying|Frac_HeadDown|Active_Fraction|move_coverage|StepFreq_std|LyingTransitions|HeadDownTransitions|data_count_mean|planned_meal_g_per_w075_if_fed|planned_feed_available|meal_history_known|hours_since_last_meal_capped48|last_meal_is_afternoon|last_meal_is_morning|fed_to_fasting_carryover_6h|hours_in_fasting|hours_since_afternoon_meal_capped48|hours_since_morning_meal_capped48|meal_afternoon_kernel_tau0p5h|meal_afternoon_kernel_tau1p5h|meal_afternoon_kernel_tau3p0h|meal_afternoon_kernel_tau6p0h|meal_morning_kernel_tau0p5h|meal_morning_kernel_tau1p5h|meal_morning_kernel_tau3p0h|meal_morning_kernel_tau6p0h|meal_any_kernel_tau1p5h|meal_any_kernel_tau3p0h|dose_x_meal_afternoon_kernel_tau0p5h|dose_x_meal_afternoon_kernel_tau1p5h|dose_x_meal_afternoon_kernel_tau3p0h|dose_x_meal_afternoon_kernel_tau6p0h|dose_x_meal_morning_kernel_tau0p5h|dose_x_meal_morning_kernel_tau1p5h|dose_x_meal_morning_kernel_tau3p0h|dose_x_meal_morning_kernel_tau6p0h|dose_x_meal_any_kernel_tau1p5h|dose_x_meal_any_kernel_tau3p0h,chamber|phase_label,equal mean of three component predictions within each seed; then equal mean across seeds,"seeds 13, 42 and 2026",HP_per_W075,predicted HP_per_W075 multiplied by weight^0.75; manuscript HP multiplied by 6
1,pig_14|pig_18|pig_20,3229,850,3,rf_leaf3,rf,RandomForestRegressor,"{""n_estimators"":500,""min_samples_leaf"":3,""max_features"":0.7}",compact_feed_event,151,2,153,hour_of_day|sin_hour|cos_hour|weight|is_fasting|day_in_phase|win_s|is_adaptation|is_formal|小室温度(℃)|小室湿度(%)|beat_count|HR_mean|HR_std|RR_mean|SDNN|RMSSD|pNN50|RR_cv|RR_skew|RR_kurt|RR_range|Acc_Mean_mean|Acc_Mean_std|Acc_Mean_p25|Acc_Mean_p75|Acc_Std_mean|Acc_Std_std|Acc_Std_p25|Acc_Std_p75|AccMag_Mean_mean|AccMag_Mean_std|AccMag_Mean_p25|AccMag_Mean_p75|AccMag_Std_mean|AccMag_Std_std|AccMag_Std_p25|AccMag_Std_p75|Jerk_Mean_mean|Jerk_Mean_std|Jerk_Mean_p25|Jerk_Mean_p75|ODBA_mean|ODBA_std|ODBA_p25|ODBA_p75|VeDBA_RMS_mean|VeDBA_RMS_std|VeDBA_RMS_p25|VeDBA_RMS_p75|Power_Loco_mean|Power_Loco_std|Power_Loco_p25|Power_Loco_p75|Power_High_mean|Power_High_std|Power_High_p25|Power_High_p75|Dominant_Frequency_mean|Dominant_Frequency_std|Dominant_Frequency_p25|Dominant_Frequency_p75|Spectral_Entropy_mean|Spectral_Entropy_std|Spectral_Entropy_p25|Spectral_Entropy_p75|Zero_Crossing_Rate_mean|Zero_Crossing_Rate_std|Zero_Crossing_Rate_p25|Zero_Crossing_Rate_p75|Tilt_Mag_Mean_mean|Tilt_Mag_Mean_std|Tilt_Mag_Mean_p25|Tilt_Mag_Mean_p75|Tilt_Mag_Std_mean|Tilt_Mag_Std_std|Tilt_Mag_Std_p25|Tilt_Mag_Std_p75|Roll_Mean_mean|Roll_Mean_std|Roll_Mean_p25|Roll_Mean_p75|Pitch_Mean_mean|Pitch_Mean_std|Pitch_Mean_p25|Pitch_Mean_p75|AngX_Rate_mean|AngX_Rate_std|AngX_Rate_p25|AngX_Rate_p75|AngY_Rate_mean|AngY_Rate_std|AngY_Rate_p25|AngY_Rate_p75|AngZ_Rate_mean|AngZ_Rate_std|AngZ_Rate_p25|AngZ_Rate_p75|Peak_Count_mean|Peak_Count_std|Peak_Count_p25|Peak_Count_p75|DynY_Mean_mean|DynY_Mean_std|DynY_Mean_p25|DynY_Mean_p75|DynZ_Mean_mean|DynZ_Mean_std|DynZ_Mean_p25|DynZ_Mean_p75|Frac_Rest|Frac_Moderate|Frac_Vigorous|Frac_Lying|Frac_HeadDown|Active_Fraction|move_coverage|StepFreq_std|LyingTransitions|HeadDownTransitions|data_count_mean|planned_meal_g_per_w075_if_fed|planned_feed_available|meal_history_known|hours_since_last_meal_capped48|last_meal_is_afternoon|last_meal_is_morning|fed_to_fasting_carryover_6h|hours_in_fasting|hours_since_afternoon_meal_capped48|hours_since_morning_meal_capped48|meal_afternoon_kernel_tau0p5h|meal_afternoon_kernel_tau1p5h|meal_afternoon_kernel_tau3p0h|meal_afternoon_kernel_tau6p0h|meal_morning_kernel_tau0p5h|meal_morning_kernel_tau1p5h|meal_morning_kernel_tau3p0h|meal_morning_kernel_tau6p0h|meal_any_kernel_tau1p5h|meal_any_kernel_tau3p0h|dose_x_meal_afternoon_kernel_tau0p5h|dose_x_meal_afternoon_kernel_tau1p5h|dose_x_meal_afternoon_kernel_tau3p0h|dose_x_meal_afternoon_kernel_tau6p0h|dose_x_meal_morning_kernel_tau0p5h|dose_x_meal_morning_kernel_tau1p5h|dose_x_meal_morning_kernel_tau3p0h|dose_x_meal_morning_kernel_tau6p0h|dose_x_meal_any_kernel_tau1p5h|dose_x_meal_any_kernel_tau3p0h,chamber|phase_label,equal mean of three component predictions within each seed; then equal mean across seeds,"seeds 13, 42 and 2026",HP_per_W075,predicted HP_per_W075 multiplied by weight^0.75; manuscript HP multiplied by 6
2,pig_12|pig_19,3360,719,1,elastic,elastic,ElasticNet,"{""alpha"":0.01,""l1_ratio"":0.2,""max_iter"":20000}",full_motion_feed_event,271,2,273,hour_of_day|sin_hour|cos_hour|weight|is_fasting|day_in_phase|win_s|is_adaptation|is_formal|小室温度(℃)|小室湿度(%)|beat_count|HR_mean|HR_std|RR_mean|SDNN|RMSSD|pNN50|RR_cv|RR_skew|RR_kurt|RR_range|Acc_Mean_mean|Acc_Mean_std|Acc_Mean_p25|Acc_Mean_p75|Acc_Std_mean|Acc_Std_std|Acc_Std_p25|Acc_Std_p75|Acc_Sum_mean|Acc_Sum_std|Acc_Sum_p25|Acc_Sum_p75|Acc_Max_mean|Acc_Max_std|Acc_Max_p25|Acc_Max_p75|Acc_Min_mean|Acc_Min_std|Acc_Min_p25|Acc_Min_p75|Acc_Range_mean|Acc_Range_std|Acc_Range_p25|Acc_Range_p75|Acc_P25_mean|Acc_P25_std|Acc_P25_p25|Acc_P25_p75|Acc_P75_mean|Acc_P75_std|Acc_P75_p25|Acc_P75_p75|Gyro_Mean_mean|Gyro_Mean_std|Gyro_Mean_p25|Gyro_Mean_p75|Gyro_Max_mean|Gyro_Max_std|Gyro_Max_p25|Gyro_Max_p75|DynX_Mean_mean|DynX_Mean_std|DynX_Mean_p25|DynX_Mean_p75|DynX_Std_mean|DynX_Std_std|DynX_Std_p25|DynX_Std_p75|DynX_Mean_abs_mean|DynX_Mean_abs_std|DynX_Mean_abs_p25|DynX_Mean_abs_p75|DynY_Mean_mean|DynY_Mean_std|DynY_Mean_p25|DynY_Mean_p75|DynY_Std_mean|DynY_Std_std|DynY_Std_p25|DynY_Std_p75|DynY_Mean_abs_mean|DynY_Mean_abs_std|DynY_Mean_abs_p25|DynY_Mean_abs_p75|DynZ_Mean_mean|DynZ_Mean_std|DynZ_Mean_p25|DynZ_Mean_p75|DynZ_Std_mean|DynZ_Std_std|DynZ_Std_p25|DynZ_Std_p75|DynZ_Mean_abs_mean|DynZ_Mean_abs_std|DynZ_Mean_abs_p25|DynZ_Mean_abs_p75|AccMag_Mean_mean|AccMag_Mean_std|AccMag_Mean_p25|AccMag_Mean_p75|AccMag_Std_mean|AccMag_Std_std|AccMag_Std_p25|AccMag_Std_p75|Roll_Mean_mean|Roll_Mean_std|Roll_Mean_p25|Roll_Mean_p75|Roll_Std_mean|Roll_Std_std|Roll_Std_p25|Roll_Std_p75|Pitch_Mean_mean|Pitch_Mean_std|Pitch_Mean_p25|Pitch_Mean_p75|Pitch_Std_mean|Pitch_Std_std|Pitch_Std_p25|Pitch_Std_p75|Tilt_Mag_Mean_mean|Tilt_Mag_Mean_std|Tilt_Mag_Mean_p25|Tilt_Mag_Mean_p75|Tilt_Mag_Std_mean|Tilt_Mag_Std_std|Tilt_Mag_Std_p25|Tilt_Mag_Std_p75|AngX_Std_mean|AngX_Std_std|AngX_Std_p25|AngX_Std_p75|AngY_Std_mean|AngY_Std_std|AngY_Std_p25|AngY_Std_p75|AngZ_Std_mean|AngZ_Std_std|AngZ_Std_p25|AngZ_Std_p75|AngX_Rate_mean|AngX_Rate_std|AngX_Rate_p25|AngX_Rate_p75|AngY_Rate_mean|AngY_Rate_std|AngY_Rate_p25|AngY_Rate_p75|AngZ_Rate_mean|AngZ_Rate_std|AngZ_Rate_p25|AngZ_Rate_p75|Jerk_Mean_mean|Jerk_Mean_std|Jerk_Mean_p25|Jerk_Mean_p75|ODBA_mean|ODBA_std|ODBA_p25|ODBA_p75|VeDBA_RMS_mean|VeDBA_RMS_std|VeDBA_RMS_p25|VeDBA_RMS_p75|Axis_Dominance_mean|Axis_Dominance_std|Axis_Dominance_p25|Axis_Dominance_p75|Skewness_mean|Skewness_std|Skewness_p25|Skewness_p75|Kurtosis_mean|Kurtosis_std|Kurtosis_p25|Kurtosis_p75|Autocorr_Lag1_mean|Autocorr_Lag1_std|Autocorr_Lag1_p25|Autocorr_Lag1_p75|Peak_Count_mean|Peak_Count_std|Peak_Count_p25|Peak_Count_p75|Corr_XY_mean|Corr_XY_std|Corr_XY_p25|Corr_XY_p75|Corr_XZ_mean|Corr_XZ_std|Corr_XZ_p25|Corr_XZ_p75|Corr_YZ_mean|Corr_YZ_std|Corr_YZ_p25|Corr_YZ_p75|Spectral_Entropy_mean|Spectral_Entropy_std|Spectral_Entropy_p25|Spectral_Entropy_p75|Zero_Crossing_Rate_mean|Zero_Crossing_Rate_std|Zero_Crossing_Rate_p25|Zero_Crossing_Rate_p75|Dominant_Frequency_mean|Dominant_Frequency_std|Dominant_Frequency_p25|Dominant_Frequency_p75|Coefficient_of_Variation_mean|Coefficient_of_Variation_std|Coefficient_of_Variation_p25|Coefficient_of_Variation_p75|Power_Low_mean|Power_Low_std|Power_Low_p25|Power_Low_p75|Power_Loco_mean|Power_Loco_std|Power_Loco_p25|Power_Loco_p75|Power_High_mean|Power_High_std|Power_High_p25|Power_High_p75|Sample_Entropy_mean|Sample_Entropy_std|Sample_Entropy_p25|Sample_Entropy_p75|Frac_Rest|Frac_Moderate|Frac_Vigorous|Frac_Lying|Frac_HeadDown|Active_Fraction|move_coverage|StepFreq_std|LyingTransitions|HeadDownTransitions|data_count_mean|planned_meal_g_per_w075_if_fed|planned_feed_available|meal_history_known|hours_since_last_meal_capped48|last_meal_is_afternoon|last_meal_is_morning|fed_to_fasting_carryover_6h|hours_in_fasting|hours_since_afternoon_meal_capped48|hours_since_morning_meal_capped48|meal_afternoon_kernel_tau0p5h|meal_afternoon_kernel_tau1p5h|meal_afternoon_kernel_tau3p0h|meal_afternoon_kernel_tau6p0h|meal_morning_kernel_tau0p5h|meal_morning_kernel_tau1p5h|meal_morning_kernel_tau3p0h|meal_morning_kernel_tau6p0h|meal_any_kernel_tau1p5h|meal_any_kernel_tau3p0h|dose_x_meal_afternoon_kernel_tau0p5h|dose_x_meal_afternoon_kernel_tau1p5h|dose_x_meal_afternoon_kernel_tau3p0h|dose_x_meal_afternoon_kernel_tau6p0h|dose_x_meal_morning_kernel_tau0p5h|dose_x_meal_morning_kernel_tau1p5h|dose_x_meal_morning_kernel_tau3p0h|dose_x_meal_morning_kernel_tau6p0h|dose_x_meal_any_kernel_tau1p5h|dose_x_meal_any_kernel_tau3p0h,chamber|phase_label,equal mean of three component predictions within each seed; then equal mean across seeds,"seeds 13, 42 and 2026",HP_per_W075,predicted HP_per_W075 multiplied by weight^0.75; manuscript HP multiplied by 6
2,pig_12|pig_19,3360,719,2,extra_leaf3,extra,ExtraTreesRegressor,"{""n_estimators"":600,""min_samples_leaf"":3,""max_features"":0.75}",full_motion_feed_event,271,2,273,hour_of_day|sin_hour|cos_hour|weight|is_fasting|day_in_phase|win_s|is_adaptation|is_formal|小室温度(℃)|小室湿度(%)|beat_count|HR_mean|HR_std|RR_mean|SDNN|RMSSD|pNN50|RR_cv|RR_skew|RR_kurt|RR_range|Acc_Mean_mean|Acc_Mean_std|Acc_Mean_p25|Acc_Mean_p75|Acc_Std_mean|Acc_Std_std|Acc_Std_p25|Acc_Std_p75|Acc_Sum_mean|Acc_Sum_std|Acc_Sum_p25|Acc_Sum_p75|Acc_Max_mean|Acc_Max_std|Acc_Max_p25|Acc_Max_p75|Acc_Min_mean|Acc_Min_std|Acc_Min_p25|Acc_Min_p75|Acc_Range_mean|Acc_Range_std|Acc_Range_p25|Acc_Range_p75|Acc_P25_mean|Acc_P25_std|Acc_P25_p25|Acc_P25_p75|Acc_P75_mean|Acc_P75_std|Acc_P75_p25|Acc_P75_p75|Gyro_Mean_mean|Gyro_Mean_std|Gyro_Mean_p25|Gyro_Mean_p75|Gyro_Max_mean|Gyro_Max_std|Gyro_Max_p25|Gyro_Max_p75|DynX_Mean_mean|DynX_Mean_std|DynX_Mean_p25|DynX_Mean_p75|DynX_Std_mean|DynX_Std_std|DynX_Std_p25|DynX_Std_p75|DynX_Mean_abs_mean|DynX_Mean_abs_std|DynX_Mean_abs_p25|DynX_Mean_abs_p75|DynY_Mean_mean|DynY_Mean_std|DynY_Mean_p25|DynY_Mean_p75|DynY_Std_mean|DynY_Std_std|DynY_Std_p25|DynY_Std_p75|DynY_Mean_abs_mean|DynY_Mean_abs_std|DynY_Mean_abs_p25|DynY_Mean_abs_p75|DynZ_Mean_mean|DynZ_Mean_std|DynZ_Mean_p25|DynZ_Mean_p75|DynZ_Std_mean|DynZ_Std_std|DynZ_Std_p25|DynZ_Std_p75|DynZ_Mean_abs_mean|DynZ_Mean_abs_std|DynZ_Mean_abs_p25|DynZ_Mean_abs_p75|AccMag_Mean_mean|AccMag_Mean_std|AccMag_Mean_p25|AccMag_Mean_p75|AccMag_Std_mean|AccMag_Std_std|AccMag_Std_p25|AccMag_Std_p75|Roll_Mean_mean|Roll_Mean_std|Roll_Mean_p25|Roll_Mean_p75|Roll_Std_mean|Roll_Std_std|Roll_Std_p25|Roll_Std_p75|Pitch_Mean_mean|Pitch_Mean_std|Pitch_Mean_p25|Pitch_Mean_p75|Pitch_Std_mean|Pitch_Std_std|Pitch_Std_p25|Pitch_Std_p75|Tilt_Mag_Mean_mean|Tilt_Mag_Mean_std|Tilt_Mag_Mean_p25|Tilt_Mag_Mean_p75|Tilt_Mag_Std_mean|Tilt_Mag_Std_std|Tilt_Mag_Std_p25|Tilt_Mag_Std_p75|AngX_Std_mean|AngX_Std_std|AngX_Std_p25|AngX_Std_p75|AngY_Std_mean|AngY_Std_std|AngY_Std_p25|AngY_Std_p75|AngZ_Std_mean|AngZ_Std_std|AngZ_Std_p25|AngZ_Std_p75|AngX_Rate_mean|AngX_Rate_std|AngX_Rate_p25|AngX_Rate_p75|AngY_Rate_mean|AngY_Rate_std|AngY_Rate_p25|AngY_Rate_p75|AngZ_Rate_mean|AngZ_Rate_std|AngZ_Rate_p25|AngZ_Rate_p75|Jerk_Mean_mean|Jerk_Mean_std|Jerk_Mean_p25|Jerk_Mean_p75|ODBA_mean|ODBA_std|ODBA_p25|ODBA_p75|VeDBA_RMS_mean|VeDBA_RMS_std|VeDBA_RMS_p25|VeDBA_RMS_p75|Axis_Dominance_mean|Axis_Dominance_std|Axis_Dominance_p25|Axis_Dominance_p75|Skewness_mean|Skewness_std|Skewness_p25|Skewness_p75|Kurtosis_mean|Kurtosis_std|Kurtosis_p25|Kurtosis_p75|Autocorr_Lag1_mean|Autocorr_Lag1_std|Autocorr_Lag1_p25|Autocorr_Lag1_p75|Peak_Count_mean|Peak_Count_std|Peak_Count_p25|Peak_Count_p75|Corr_XY_mean|Corr_XY_std|Corr_XY_p25|Corr_XY_p75|Corr_XZ_mean|Corr_XZ_std|Corr_XZ_p25|Corr_XZ_p75|Corr_YZ_mean|Corr_YZ_std|Corr_YZ_p25|Corr_YZ_p75|Spectral_Entropy_mean|Spectral_Entropy_std|Spectral_Entropy_p25|Spectral_Entropy_p75|Zero_Crossing_Rate_mean|Zero_Crossing_Rate_std|Zero_Crossing_Rate_p25|Zero_Crossing_Rate_p75|Dominant_Frequency_mean|Dominant_Frequency_std|Dominant_Frequency_p25|Dominant_Frequency_p75|Coefficient_of_Variation_mean|Coefficient_of_Variation_std|Coefficient_of_Variation_p25|Coefficient_of_Variation_p75|Power_Low_mean|Power_Low_std|Power_Low_p25|Power_Low_p75|Power_Loco_mean|Power_Loco_std|Power_Loco_p25|Power_Loco_p75|Power_High_mean|Power_High_std|Power_High_p25|Power_High_p75|Sample_Entropy_mean|Sample_Entropy_std|Sample_Entropy_p25|Sample_Entropy_p75|Frac_Rest|Frac_Moderate|Frac_Vigorous|Frac_Lying|Frac_HeadDown|Active_Fraction|move_coverage|StepFreq_std|LyingTransitions|HeadDownTransitions|data_count_mean|planned_meal_g_per_w075_if_fed|planned_feed_available|meal_history_known|hours_since_last_meal_capped48|last_meal_is_afternoon|last_meal_is_morning|fed_to_fasting_carryover_6h|hours_in_fasting|hours_since_afternoon_meal_capped48|hours_since_morning_meal_capped48|meal_afternoon_kernel_tau0p5h|meal_afternoon_kernel_tau1p5h|meal_afternoon_kernel_tau3p0h|meal_afternoon_kernel_tau6p0h|meal_morning_kernel_tau0p5h|meal_morning_kernel_tau1p5h|meal_morning_kernel_tau3p0h|meal_morning_kernel_tau6p0h|meal_any_kernel_tau1p5h|meal_any_kernel_tau3p0h|dose_x_meal_afternoon_kernel_tau0p5h|dose_x_meal_afternoon_kernel_tau1p5h|dose_x_meal_afternoon_kernel_tau3p0h|dose_x_meal_afternoon_kernel_tau6p0h|dose_x_meal_morning_kernel_tau0p5h|dose_x_meal_morning_kernel_tau1p5h|dose_x_meal_morning_kernel_tau3p0h|dose_x_meal_morning_kernel_tau6p0h|dose_x_meal_any_kernel_tau1p5h|dose_x_meal_any_kernel_tau3p0h,chamber|phase_label,equal mean of three component predictions within each seed; then equal mean across seeds,"seeds 13, 42 and 2026",HP_per_W075,predicted HP_per_W075 multiplied by weight^0.75; manuscript HP multiplied by 6
