pig,chamber,period,experimental_unit,timestamp,phase_idx,outer_fold,observed_HP,predicted_HP__Metabolic body weight,predicted_HP__Heart rate · Ridge,predicted_HP__Heart rate · LightGBM,predicted_HP__ODBA · Ridge,predicted_HP__ODBA · LightGBM,predicted_HP__Heart rate + ODBA · Ridge,predicted_HP__Heart rate + ODBA · LightGBM,predicted_HP__Main model (uncalibrated)
pig_01,A1,8,A1_p8,2026-07-14 18:30:00,4,3,23.18134040038639,46.559966300637015,38.85373010931849,40.44260487011175,43.299410382744945,35.40747985967766,37.47787429847322,35.84986205853775,26.321752980835768
pig_01,A1,8,A1_p8,2026-07-14 19:00:00,4,3,23.914755444637844,46.486972300080176,37.42112888278998,34.184187856291985,43.674849200839084,39.64034986243929,36.51022030124319,32.20155434274099,26.411159554343907
pig_01,A1,8,A1_p8,2026-07-14 19:30:00,4,3,25.133169002193444,46.41392247372918,36.55660266848886,32.088761491818445,43.821620525483134,40.4043098938415,35.88785543205701,28.191256292630584,26.92807806172887
pig_01,A1,8,A1_p8,2026-07-14 20:00:00,4,3,21.661183682270675,46.34492083384098,36.33481003294465,31.724071745113363,42.835626114635104,35.29416588714153,35.049547741647594,26.758939248359198,25.645247033179903
pig_01,A1,8,A1_p8,2026-07-14 20:30:00,4,3,20.91256735513113,46.27583868453375,37.10135858829794,34.02893078491233,43.10656823281545,37.25699451628866,35.95593037369661,29.85629864784068,26.06568816699691
pig_01,A1,8,A1_p8,2026-07-14 21:00:00,4,3,22.445974346785594,46.20268222010842,36.083748928545724,31.6267064264163,43.363567822253174,42.68454795113638,35.27419100558461,30.73213879987035,26.52810270893103
pig_01,A1,8,A1_p8,2026-07-14 21:30:00,4,3,24.31707928840965,46.129504760463504,36.992614427375116,33.92132415658914,47.78606490160253,48.88568904395693,39.179051812063406,40.05442821623906,31.312958602563732
pig_01,A1,8,A1_p8,2026-07-14 22:00:00,4,3,27.544258063819406,46.06033333431626,34.4035889505745,30.574385615901676,44.64599403050502,47.414500200834645,34.7542424194808,32.997204961231134,27.20547503590234
pig_01,A1,8,A1_p8,2026-07-14 22:30:00,4,3,20.92831984225388,45.99114602237274,34.986351418865745,30.26316346768953,42.710661619606334,39.09855594224595,33.97262228150093,29.907918334346117,25.64582302366397
pig_01,A1,8,A1_p8,2026-07-14 23:00:00,4,3,21.08684779795635,45.9178299265494,32.838012577718345,32.263669653716356,42.024300473311854,32.18388952553466,31.636948136137548,31.22084352668257,23.715570059189027
pig_01,A1,8,A1_p8,2026-07-14 23:30:00,4,3,21.310099671840998,45.84449688062556,33.293010742625725,28.980042378563823,41.66717521491821,32.13249026184212,31.835549066686774,28.049434737796698,24.098418081113756
pig_01,A1,8,A1_p8,2026-07-15 00:00:00,4,3,22.707830318694917,45.77110702990194,31.45572477014995,32.49925688396048,42.47745593168504,38.91149370090911,30.81016765673639,31.638657409420265,24.712134871779178
pig_01,A1,8,A1_p8,2026-07-15 00:30:00,4,3,20.64567382726036,45.70176087771863,32.52503610078277,32.39683918542477,41.86827789868846,32.03244634085932,31.37652600451181,31.073932011584944,23.72138785176097
pig_01,A1,8,A1_p8,2026-07-15 01:00:00,4,3,21.405170664997303,45.63238737732502,32.85648965635035,32.06310651456057,42.42744227776565,34.702083471858934,32.09681643262562,31.542769329611147,24.022667408213618
pig_01,A1,8,A1_p8,2026-07-15 01:30:00,4,3,19.82215820172323,45.55888386975025,33.051486786990644,28.799495579662555,42.14407962148149,33.546436101797184,32.11613733353947,28.187738034133282,24.009218645006015
pig_01,A1,8,A1_p8,2026-07-15 02:00:00,4,3,20.00900583563264,45.48534524123222,30.83598105838457,32.29635495782768,42.84071772413675,41.69601121101372,30.677161578907796,31.51987334028187,24.688610794223816
pig_01,A1,8,A1_p8,2026-07-15 02:30:00,4,3,20.114666026415705,45.415859008515824,31.766623758844695,32.67136288992502,41.82629094637525,30.104978995384375,30.840581960700945,29.67981210287957,23.91441731894937
pig_01,A1,8,A1_p8,2026-07-15 03:00:00,4,3,21.146444806874076,45.34633066810436,32.2118488784842,32.14488356880586,42.108968466704425,38.550377621379205,31.470629570414076,31.345036506221355,24.59668286182754
pig_01,A1,8,A1_p8,2026-07-15 03:30:00,4,3,20.326813314451357,45.27269050509021,32.33218973514419,32.09268189270106,41.827755068313564,34.47760445147023,31.425366723927596,29.909226703570027,24.22733814419184
